publisher,reference-count,RetractionNature
Springer Science and Business Media LLC,7,Non-Retraction
Springer Science and Business Media LLC,15,Non-Retraction
AME Publishing Company,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Hindawi Limited,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Pontifical Catholic University of Sao Paulo (PUC-SP),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
ASTM International,17,Non-Retraction
ASME International,0,Non-Retraction
Springer International Publishing,8,Non-Retraction
BMJ,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Illuminating Engineering Society of Japan,0,Non-Retraction
SAGE Publications,23,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,0,Non-Retraction
Elsevier BV,13,Non-Retraction
Emerald,0,Non-Retraction
American Society of Civil Engineers,10,Non-Retraction
Springer International Publishing,11,Non-Retraction
Springer Science and Business Media LLC,15,Non-Retraction
Lavoisier,73,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),4,Non-Retraction
Elsevier BV,11,Non-Retraction
De Gruyter,0,Non-Retraction
Canadian Mathematical Society,8,Non-Retraction
EDP Sciences,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,5,Non-Retraction
University of California Press,0,Non-Retraction
Brill,0,Non-Retraction
Springer Science and Business Media LLC,19,Non-Retraction
Emerald,0,Non-Retraction
IEEE,2,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,15,Non-Retraction
Canadian Science Publishing,0,Non-Retraction
DE GRUYTER,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Japanese Society of Internal Medicine,0,Non-Retraction
IEEE,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Medknow,10,Non-Retraction
IEEE,0,Non-Retraction
Brill,0,Non-Retraction
ACM Press,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
IEEE,16,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Informa UK Limited,3,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IOP Publishing,0,Non-Retraction
Elsevier BV,0,Non-Retraction
The Korean Society for Energy,8,Non-Retraction
American Dairy Science Association,10,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Universidad Santo Tomas,0,Non-Retraction
Duke University Press,0,Non-Retraction
Institution of Engineering and Technology (IET),0,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Pleiades Publishing Ltd,15,Non-Retraction
American Physiological Society,0,Non-Retraction
Springer Science and Business Media LLC,15,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,13,Non-Retraction
IEEE,14,Non-Retraction
Universidade Estadual de Feira de Santana,0,Non-Retraction
Endocrinology Research Centre,0,Non-Retraction
Springer Science and Business Media LLC,25,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Elsevier BV,35,Non-Retraction
SAGE Publications,0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Elsevier BV,4,Non-Retraction
China Science Publishing & Media Ltd.,0,Non-Retraction
SAGE Publications,20,Non-Retraction
Springer Science and Business Media LLC,4,Non-Retraction
SAGE Publications,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
American Academy of Pediatrics,0,Non-Retraction
IEEE,4,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
"Publicidad Permanyer, SLU",0,Non-Retraction
American Physical Society (APS),0,Non-Retraction
"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",0,Non-Retraction
Elsevier BV,0,Non-Retraction
OSA,5,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Japan Society of Civil Engineers,9,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Informa UK Limited,28,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Princeton University Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Springer Science and Business Media LLC,7,Non-Retraction
Emerald Group Publishing Limited,0,Non-Retraction
Japanese Society of Medical Instrumentation,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Publishing House Zaslavsky,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
IEEE,6,Non-Retraction
SAGE Publications,20,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,14,Non-Retraction
Springer Berlin Heidelberg,9,Non-Retraction
Elsevier BV,1,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,12,Non-Retraction
The Endocrine Society,0,Non-Retraction
University of Wisconsin Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Berlin Heidelberg,16,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Illuminating Engineering Society of Japan,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Peter Lang D,0,Non-Retraction
Universitas Pahlawan Tuanku Tambusai,0,Non-Retraction
The Endocrine Society,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
Springer Science and Business Media LLC,13,Non-Retraction
Elsevier BV,7,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Elsevier BV,6,Non-Retraction
IEEE,9,Non-Retraction
OSA,6,Non-Retraction
Elsevier BV,0,Non-Retraction
"Wydawnictwo SIGMA-NOT, sp. z.o.o.",0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,6,Non-Retraction
"Institute of Mathematics, Czech Academy of Sciences",0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
SAE International,26,Non-Retraction
DE GRUYTER,0,Non-Retraction
Federacion Latinoamericana de Sociedades Científicas de Estudiantes de Medicina (FELSOCEM),0,Non-Retraction
Uniwersytet Lodzki (University of Lodz),2,Non-Retraction
SAGE Publications,0,Non-Retraction
Pleiades Publishing Ltd,8,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
IEEE,0,Non-Retraction
IEEE,15,Non-Retraction
Architectural Institute of Japan,12,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Wiley,0,Non-Retraction
"Trans Tech Publications, Ltd.",4,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Elsevier BV,13,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
South Florida Publishing LLC,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Springer Berlin Heidelberg,18,Non-Retraction
Institute of Navigation,0,Non-Retraction
AMPCo,0,Non-Retraction
De Gruyter,0,Non-Retraction
ASME International,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),2,Non-Retraction
IEEE,9,Non-Retraction
Princeton University Press,0,Non-Retraction
CSIRO Publishing,37,Non-Retraction
Informa UK Limited,0,Non-Retraction
American Institute of Aeronautics and Astronautics (AIAA),27,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,7,Non-Retraction
Elsevier BV,4,Non-Retraction
Radiological Society of North America (RSNA),0,Non-Retraction
Finnish Society of Forest Science,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",0,Non-Retraction
World Scientific Pub Co Pte Lt,15,Non-Retraction
Institution of Engineering and Technology (IET),16,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
SAGE Publications,0,Non-Retraction
Springer US,22,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,15,Non-Retraction
Elsevier BV,59,Non-Retraction
Springer International Publishing,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Elsevier BV,14,Non-Retraction
SAGE Publications,0,Non-Retraction
University of Mosul,0,Non-Retraction
Vervuert Verlagsgesellschaft,0,Non-Retraction
ECO-Vector LLC,0,Non-Retraction
Turkiye Klinikleri,0,Non-Retraction
De Gruyter,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Society of Physical Therapy Science,5,Non-Retraction
Rezekne Academy of Technologies,0,Non-Retraction
Cambridge University Press (CUP),31,Non-Retraction
Springer Berlin Heidelberg,19,Non-Retraction
Wiley,0,Non-Retraction
Multilingual Matters,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Springer International Publishing,36,Non-Retraction
The Electrochemical Society,0,Non-Retraction
Akademiai Kiado Zrt.,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,9,Non-Retraction
The Optical Society,11,Non-Retraction
The Japanese Society of Physical Fitness and Sports Medicine,0,Non-Retraction
Korean Society of Otorhinolaryngology-Head and Neck Surgery,9,Non-Retraction
EDP Sciences,0,Non-Retraction
Harvard University Press,0,Non-Retraction
SAE International,6,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Informa UK Limited,6,Non-Retraction
Iron and Steel Institute of Japan,0,Non-Retraction
Informa UK Limited,9,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Science and Business Media LLC,15,Non-Retraction
SAGE Publications,0,Non-Retraction
The Korean Society of Anesthesiologists,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Georg Thieme Verlag KG,39,Non-Retraction
Lepidus Tecnologia,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Elsevier BV,8,Non-Retraction
Elsevier BV,0,Non-Retraction
Cambridge University Press (CUP),4,Non-Retraction
Det Kgl. Bibliotek/Royal Danish Library,0,Non-Retraction
BMJ,0,Non-Retraction
European Respiratory Society,0,Non-Retraction
SAGE Publications,0,Non-Retraction
International Academy of Science and Higher Education,0,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
Elsevier BV,10,Non-Retraction
University of Toronto Press,0,Non-Retraction
Elsevier BV,16,Non-Retraction
Elsevier BV,0,Non-Retraction
Research Square Platform LLC,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
EDP Sciences,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
"EMH Swiss Medical Publishers, Ltd.",0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
IEEE,13,Non-Retraction
IEEE,21,Non-Retraction
Elsevier BV,0,Non-Retraction
BMJ,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Adam Mickiewicz University Poznan,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,29,Non-Retraction
Cambridge University Press (CUP),9,Non-Retraction
Universitas Pembangunan Nasional Veteran Yogyakarta,0,Non-Retraction
Informa UK Limited,6,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
IEEE,19,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
De Gruyter,0,Non-Retraction
Springer Science and Business Media LLC,10,Non-Retraction
American Institute of Aeronautics and Astronautics (AIAA),5,Non-Retraction
American Mathematical Society (AMS),12,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Springer Science and Business Media LLC,6,Non-Retraction
American Society of Hematology,0,Non-Retraction
Wiley,11,Non-Retraction
De Gruyter,0,Non-Retraction
IOP Publishing,18,Non-Retraction
Princeton University Press,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Informa UK Limited,31,Non-Retraction
University of California Press,0,Non-Retraction
Elsevier BV,13,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,6,Non-Retraction
ACM Press,0,Non-Retraction
Mary Ann Liebert Inc,10,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Physical Society of Japan,21,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Walter de Gruyter GmbH,22,Non-Retraction
Elsevier BV,4,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,0,Non-Retraction
American College of Physicians,1,Non-Retraction
IEEE,14,Non-Retraction
American Institute of Aeronautics and Astronautics (AIAA),43,Non-Retraction
IOP Publishing,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Berlin Heidelberg,10,Non-Retraction
University of Michigan Library,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Microbiology Society,52,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),14,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
IOS Press,0,Non-Retraction
"Silicea - Poligraf, LLC",0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Universidad Nacional Autonoma de Mexico,30,Non-Retraction
Harvard University Press,0,Non-Retraction
Elsevier BV,3,Non-Retraction
American Institute of Aeronautics and Astronautics (AIAA),7,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,7,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
IEEE,6,Non-Retraction
IEEE,14,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),18,Non-Retraction
State University of Medan,0,Non-Retraction
De Gruyter,0,Non-Retraction
Science Alert,0,Non-Retraction
Informa UK Limited,29,Non-Retraction
Informa UK Limited,0,Non-Retraction
Springer Science and Business Media LLC,14,Non-Retraction
IEEE,7,Non-Retraction
SAGE Publications,3,Non-Retraction
University of California Press,0,Non-Retraction
The Blyth Institute,0,Non-Retraction
IOP Publishing,3,Non-Retraction
Springer Berlin Heidelberg,76,Non-Retraction
Society for Industrial & Applied Mathematics (SIAM),0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,13,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Informa UK Limited,13,Non-Retraction
Elsevier BV,80,Non-Retraction
Springer Science and Business Media LLC,21,Non-Retraction
American Physical Society (APS),61,Non-Retraction
Japanese Association for Laboratory Animal Science,1,Non-Retraction
SPIE,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
e-Academica,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
SAGE Publications,0,Non-Retraction
IEEE,3,Non-Retraction
Boydell and Brewer Limited,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
SAGE Publications,0,Non-Retraction
Springer Science and Business Media LLC,7,Non-Retraction
IEEE,7,Non-Retraction
IOP Publishing,0,Non-Retraction
Informa UK Limited,43,Non-Retraction
University of Alberta Libraries,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Walter de Gruyter GmbH,1,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Informa UK Limited,14,Non-Retraction
Elsevier BV,15,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
IEEE,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,12,Non-Retraction
EDP Sciences,0,Non-Retraction
Atlantis Press,20,Non-Retraction
American Society of Mechanical Engineers,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Vieweg+Teubner Verlag,0,Non-Retraction
DE GRUYTER,0,Non-Retraction
Springer Science and Business Media LLC,3,Non-Retraction
Informa UK Limited,0,Non-Retraction
Springer Berlin Heidelberg,1,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Universidade Federal do Espirito Santo,0,Non-Retraction
IEEE,8,Non-Retraction
SAGE Publications,0,Non-Retraction
Begellhouse,0,Non-Retraction
Informa UK Limited,18,Non-Retraction
American Society of Mechanical Engineers,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Copernicus GmbH,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
The Electrochemical Society,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
DE GRUYTER,0,Non-Retraction
Springer Science and Business Media LLC,8,Non-Retraction
